HPO_ICD10_ID	HPO_IDs	HPO_Strings	HPO_Syns	ICD10	ICD10_UKBB
HPO_ICD:484	HP:0001840;HP:0001845	Metatarsus adductus; Overlapping toe	Forefoot varus; Front half of foot turns inward; Metatarsus varus; Metatarsus adductovarsus; Crossover toe; Overlapping toe; Overlapping toes; Intoe; Overriding toes	M205X9	
HPO_ICD:485	HP:0001872;HP:0001975	Abnormal thrombocyte morphology; Decreased platelet glycoprotein IIb-IIIa	Thrombasthenia; Glanzmann thrombasthenia; Reduced level of platelet glycoprotein IIb/IIIa complex; Platelet abnormalities; Blood platelet disease	D691	D691
HPO_ICD:486	HP:0011873;HP:0002925;HP:0040088;HP:0002157;HP:0008214;HP:0012101;HP:0002904;HP:0011893;HP:0001873;HP:0030087;HP:0003259;HP:0040171	Abnormal platelet count; Hyperbilirubinemia; Abnormal lymphocyte count; Decreased serum creatinine; Decreased serum testosterone level; Elevated serum creatinine; Decreased serum estradiol; Abnormal serum testosterone level; Thrombocytopenia; Azotemia; Increased thyroid-stimulating hormone level; Abnormal leukocyte count	Thyroid-stimulating hormone excess; Abnormal number of lymphocytes; Increased serum creatinine; Decreased serum estradiol; Elevated thyroid stimulating hormone levels; Azotaemia; Abnormality of lymphocyte number; TSH excess; Low serum testosterone level; Increased thyroid-stimulating hormone; Low platelet count; Abnormal testosterone level; Increased creatinine; Abnormal lymphocyte count; Decreased serum creatinine; High blood creatinine level; High TSH; Increased serum thyroid-stimulating hormone; Reduced creatinine levels; Decreased testosterone; Abnormal numbers of lymphocytes; High blood bilirubin levels; Abnormal white blood cell count; Increased thyrotropin level; Decreased serum testosterone level; Elevated thyroid stimulating hormone; Low serum testosterone levels; Abnormal lymphocyte counts; Low blood creatinine level; Decreased serum testosterone levels; Elevated creatinine	D696;R7989	D696;R798
HPO_ICD:487	HP:0001874;HP:0003343;HP:0001911;HP:0012310	Reduced glutathione synthetase activity; Abnormal monocyte count; Abnormality of neutrophils; Abnormal granulocyte morphology	Abnormality of neutrophil; Abnormal monocyte number; Abnormality of polymorphonuclear neutrophils; Abnormality of neutrophils; Abnormality of granulocytes; Glutathione synthetase deficiency	D7289	D728
HPO_ICD:488	HP:0001876	Pancytopenia	Low blood cell count	D61818	
HPO_ICD:489	HP:0001880	Eosinophilia	High blood eosinophil count	D721	D721
HPO_ICD:490	HP:0001882	Leukopenia	Low white blood cell count; Decreased blood leukocyte number	D72819	
HPO_ICD:491	HP:0005850;HP:0001884	Talipes calcaneovalgus; Congenital talipes calcaneovalgus	Pes calcaneovarus	Q664	Q664
HPO_ICD:492	HP:0001888	Lymphopenia	Low lymphocyte number; Decreased blood lymphocyte number; Absolute lymphocyte count decrease; Lymphocytopenia	D72810	
HPO_ICD:493	HP:0001889;HP:0004860	Megaloblastic anemia; Thiamine-responsive megaloblastic anemia		D531	D531
HPO_ICD:494	HP:0004844;HP:0001890	Autoimmune hemolytic anemia; Coombs-positive hemolytic anemia	Autoimmune haemolytic anaemia; Direct Coombs positive; Hemolytic anemia, autoimmune	D590;D591	D590;D591
HPO_ICD:495	HP:0001905	Congenital thrombocytopenia	thrombocytopenia, congenital	D6942	D694
HPO_ICD:496	HP:0001907;HP:0004420	Arterial thrombosis; Thromboembolism	Blood clot in artery; Thromboembolic events; Embolism and thrombosis; Blood clot in blood vessel; Thromboembolic disease	I749	I749
HPO_ICD:497	HP:0001915;HP:0001908;HP:0012133	Aplastic anemia; Erythroid hypoplasia; Hypoplastic anemia	Erythroid hypoplasia in the bone marrow; Erythroblastopenia	D619	D619
HPO_ICD:498	HP:0001909;HP:0004377	Hematological neoplasm; Leukemia	Blood cancer; Blood tumor	C969;C9590	C969;C959
HPO_ICD:499	HP:0001919	Acute kidney injury	Acute renal failure; Acute kidney failure	N179	N179
HPO_ICD:500	HP:0001920	Renal artery stenosis	Narrowing of kidney artery	I701	
HPO_ICD:501	HP:0001923	Reticulocytosis	Increased immature red blood cells; Increased number of immature red blood cells; Increased reticulocytes; Increased reticulocyte count	R701	R701
HPO_ICD:502	HP:0008181;HP:0003146;HP:0010981;HP:0003233;HP:0001927;HP:0003563	Hypocholesterolemia; Abetalipoproteinemia; Acanthocytosis; Decreased HDL cholesterol concentration; Decreased LDL cholesterol concentration; Hypolipoproteinemia	Decreased LDLc concentration; Hypoalphalipoproteinemia; Decreased circulating high-density lipoprotein levels; Hypobetalipoproteinemia; Lack of fat in blood; Decreased circulating cholesterol level; Decreased circulating low-density lipoprotein levels; Decreased HDL cholesterol; Decreased LDL; Decreased circulating high-density lipoprotein cholesterol; Low HDL-cholesterol; Red cell acanthocytosis; Acanthocytes	E786	E786
HPO_ICD:503	HP:0001928	Abnormality of coagulation	Abnormal blood coagulation studies; Coagulation abnormality; Haemorrhagic disorders; Coagulation abnormalities; Abnormal blood clotting; Blood coagulation disorder	D699	D699
HPO_ICD:504	HP:0001935;HP:0001931;HP:0001891;HP:0004856	Hypochromic anemia; Iron deficiency anemia; Normochromic microcytic anemia; Microcytic anemia	Hypochromic anaemia; Iron-deficiency anemia; Ferropenic	D508;D509	D508;D509
HPO_ICD:505	HP:0001937	Microangiopathic hemolytic anemia		D594	D594
HPO_ICD:506	HP:0001941;HP:0003128;HP:0005972;HP:0001942;HP:0012466	Metabolic acidosis; Acidosis; Respiratory acidosis; Lactic acidosis; Chronic respiratory acidosis	Hyperlacticacidemia; Lactic acidemia; Lacticacidosis; Increased lactate in body; Lacticacidemia	E872	E872
HPO_ICD:507	HP:0001943	Hypoglycemia	Low blood sugar; Hypoglycaemia	E162	E162
HPO_ICD:508	HP:0001944;HP:0001986	Hypertonic dehydration; Dehydration	Hyperosmolar dehydration; Dehydration	E860	E86
HPO_ICD:509	HP:0001945	Fever	Hyperthermia; Pyrexia; Fever	R509;R502	R509;R502
HPO_ICD:510	HP:0008242;HP:0012734;HP:0001946;HP:0002932;HP:0003218;HP:0012446	Ketosis; Aldehyde oxidase deficiency; Ketotic hypoglycemia; Low CSF 5-methyltetrahydrofolate; Oroticaciduria; Pseudohypoaldosteronism	Ketotic low blood sugar; Orotic aciduria; High urine orotic acid levels; High levels of ketone bodies; Increased urinary orotic acid concentration; Cerebral folate deficiency; Hyperketosis	E8889	E888
HPO_ICD:511	HP:0008341;HP:0004916;HP:0001947	Renal tubular acidosis; Generalized distal tubular acidosis; Distal renal tubular acidosis	Accumulation of acid in body due to kidney problem; Renal tubular acidosis, type I	N2589	N258
HPO_ICD:512	HP:0001950;HP:0001949;HP:0001948;HP:0200114	Metabolic alkalosis; Alkalosis; Respiratory alkalosis; Hypokalemic alkalosis		E873	E873
HPO_ICD:513	HP:0001959	Polydipsia	Extreme thirst	R638;R631	R638;R631
HPO_ICD:514	HP:0001962	Palpitations	Palpitations; Missed heart beat; Heart palpitations; Skipped heart beat	R002	R002
HPO_ICD:515	HP:0001969;HP:0001970;HP:0012784	Perinephritis; Tubulointerstitial nephritis; Tubulointerstitial abnormality	Interstitial nephritis; Nephritis, Tubulointerstitial; Tubulointerstitial nephropathy	N16;N12;N159	N12;N159
HPO_ICD:516	HP:0001971	Hypersplenism		D731	D731
HPO_ICD:517	HP:0001972	Macrocytic anemia		D539	D539
HPO_ICD:518	HP:0001973	Autoimmune thrombocytopenia	Immune thrombocytopenia; Idiopathic thrombocytopenia; Idiopathic thrombocytopenic purpura	D693	D693
HPO_ICD:519	HP:0001974	Leukocytosis	Elevated white blood count; Increased blood leukocyte number; High white blood count	D72829	
HPO_ICD:520	HP:0001982;HP:0040139	Sea-blue histiocytosis; Lipogranulomatosis	Sea-blue histiocyte; 'Sea blue' histiocytes	D763	D763
HPO_ICD:521	HP:0001997	Gout	Gouty arthritis	M10229;M10039;M10251;M10032;M10119;M10179;M10222;M10011;M10241;M1010;M10211;M10069;M1020;M10149;M1019;M10022;M10121;M10152;M1018;M10122;M10041;M10072;M10111;M10252;M10171;M109;M10159;M10261;M10219;M10112;M10142;M10232;M10079;M10271;M10231;M10221;M1000;M10239;M1029;M10021;M10269;M10071;M10062;M10012;M10242;M10272;M10141;M10162;M10249;M10019;M10212;M10169;M1028;M1008;M10139;M10132;M10279;M10259;M10151;M10029;M10059;M10031;M10051;M10262;M10161;M10129;M10049;M1009;M10042;M10131;M10172;M10061;M10052	M1012;M1021;M1002;M1004;M1011;M1023;M1025;M1020;M1019;M1017;M1018;M1024;M1014;M1005;M1026;M1003;M1000;M1015;M1029;M1006;M1016;M1028;M1008;M1007;M1022;M1013;M1001;M1009;M1010;M1027
HPO_ICD:522	HP:0001998	Neonatal hypoglycemia	Low blood sugar in newborn	P703;P704	P704;P703
HPO_ICD:523	HP:0002011	Morphological abnormality of the central nervous system	Abnormality of the central nervous system; Central nervous system disease; Morphological abnormality of the CNS	G969	G969
HPO_ICD:524	HP:0002013	Vomiting	Vomiting; Emesis; Throwing up	R1110	
HPO_ICD:525	HP:0002014	Diarrhea	Watery stool; Diarrhea; Diarrhoea	R197;K5289	K528
HPO_ICD:526	HP:0002015	Dysphagia	Deglutition disorder; Poor swallowing; Swallowing difficulties; Swallowing difficulty	R1310;R130	R13
HPO_ICD:527	HP:0002017	Nausea and vomiting	Nausea and vomiting	R112	R11
HPO_ICD:528	HP:0002018	Nausea	Nausea	R110	R11
HPO_ICD:529	HP:0012451;HP:0002019	Constipation; Acute constipation	Dyschezia; Constipation; Costiveness	K5900;K6289	K628;K590
HPO_ICD:530	HP:0002020	Gastroesophageal reflux	Acid reflux disease; Acid reflux; GERD; Gastroesophageal reflux disease; Heartburn	K219;R12	K219;R12
HPO_ICD:531	HP:0002021	Pyloric stenosis		K311	K311
HPO_ICD:532	HP:0002023	Anal atresia	Absent anus; Imperforate anus	Q423	Q423
HPO_ICD:533	HP:0002025	Anal stenosis	Narrowing of anal opening	K624	K624
HPO_ICD:534	HP:0002027	Abdominal pain	Gastrointestinal pain; Gastro pain; Abdominal discomfort; Stomach pain; Abdominal pain; Upset stomach; Pain in stomach	R100;R109	R100
HPO_ICD:535	HP:0002031	Abnormal esophagus morphology	Abnormality of esophagus morphology; Anomaly of the esophagus	Q399	Q399
HPO_ICD:536	HP:0002032;HP:0004403	Esophageal atresia; Proximal esophageal atresia	Birth defect in which part of esophagus did not develop	Q390	Q390
HPO_ICD:537	HP:0002035	Rectal prolapse	Rectum protrudes through anus; Rectal prolapsed	K622;K623	K622;K623
HPO_ICD:538	HP:0002036	Hiatus hernia	Stomach hernia; Hiatal hernia	K449	K449
HPO_ICD:539	HP:0002037;HP:0004387;HP:0002583	Colitis; Inflammation of the large intestine; Enterocolitis	Inflammation of the large intestine; Inflammatory bowel disease	K529	K529
HPO_ICD:540	HP:0002039;HP:0004396	Anorexia; Poor appetite	Anorexia; Poor appetite; No appetite; Decreased appetite	R630	R630
HPO_ICD:541	HP:0002040	Esophageal varix	Esophageal varices; Enlarged vein in esophagus	I8500	I850
HPO_ICD:542	HP:0002044	Zollinger-Ellison syndrome		E164	E164
HPO_ICD:543	HP:0002046	Heat intolerance	Heat intolerance; Intolerance to heat and fevers	R208	R208
HPO_ICD:544	HP:0012444;HP:0002059;HP:0007313;HP:0002180	Cerebral degeneration; Neurodegeneration; Cerebral atrophy; Brain atrophy	Brain degeneration; Progressive neurodegenerative disorder; Brain wasting; Supratentorial atrophy; Neuroaxonal degeneration in the brain; Ongoing loss of nerve cells; Neuro-degenerative disease; Degeneration of cerebrum; Neurodegenerative disease	G319	G319
HPO_ICD:545	HP:0002071;HP:0100022	Abnormality of extrapyramidal motor function; Abnormality of movement	Extrapyramidal tract signs; Extrapyramidal signs; Extrapyramidal syndrome; Extrapyramidal dysfunction; Unusual movement; Extrapyramidal symptoms; Movement disorder; Abnormality of movement	G259;R29818	G259
HPO_ICD:546	HP:0002076	Migraine	Migraine; Migraine headaches; Migraine headache; Intermittent migraine headaches	G43909	
HPO_ICD:547	HP:0002077	Migraine with aura		G43109	
HPO_ICD:548	HP:0002083	Migraine without aura		G43009	
HPO_ICD:549	HP:0011816;HP:0006888;HP:0011815;HP:0007330;HP:0007115;HP:0002436;HP:0002085;HP:0002084;HP:0007271;HP:0011818	Encephalocele; Nasofrontal encephalocele; Occipital encephalocele; Cephalocele; Frontal encephalocele; Occipital meningocele; Meningoencephalocele; Orbital encephalocele; Occipital myelomeningocele; Parietal encephalocele	Bifid skull; Occipital meningoencephalocele; Cranium bifidum; Posterior encephalocele; Naso-frontal encephalocele; Brain tissue sticks out through back of skull	Q010;Q011;Q012;Q018;Q019	Q010;Q011;Q012;Q018;Q019
HPO_ICD:550	HP:0002088	Abnormal lung morphology	Unusal lung shape; Abnormality of the lungs; Abnormally shaped lung; Lung disease; Abnormality of lung morphology	J984	J984
HPO_ICD:551	HP:0002089	Pulmonary hypoplasia	Underdeveloped lung; Small lung; Lung hypoplasia; Hypoplastic lungs; Hypoplastic lung	Q336	Q336
HPO_ICD:552	HP:0002090;HP:0006532	Pneumonia; Recurrent pneumonia	Recurrent pulmonary infections; Multiple pulmonary infections; Pneumonia, recurrent episodes; Pneumonia; Pulmonary infections; Pneumonia, recurrent; Pulmonary infection; Recurrent pneumonia; pulmonary infections, recurrent	J189	J189
HPO_ICD:553	HP:0002092	Pulmonary arterial hypertension	Primary pulmonary hypertension; Pulmonary artery hypertension; Increased blood pressure in blood vessels of lungs	I270;I2720	I270;I272
HPO_ICD:554	HP:0002094;HP:0002098	Respiratory distress; Dyspnea	Difficulty breathing; Trouble breathing; Respiratory difficulties; Short of breath; Shortness of breath; Breathing difficulties	R0602;R0600	R060
HPO_ICD:555	HP:0002097	Emphysema	Pulmonary emphysema	J439	J439
HPO_ICD:556	HP:0002099	Asthma	Reactive airway disease; Asthma; Bronchial asthma	J45909	
HPO_ICD:557	HP:0011861;HP:0002101	Abnormal lung lobation; Bilateral trilobed lungs	Defective lung lobation; Lung segmentation defects	Q338	Q338
HPO_ICD:558	HP:0002102	Pleuritis	Inflammation of tissues lining lungs and chest; Pleurisy	R091	R091
HPO_ICD:559	HP:0002104	Apnea	Apneic episodes; Apnoea; Absence of spontaneous respiration	R0689;R0681	R068
HPO_ICD:560	HP:0002105	Hemoptysis	Haemoptysis; Coughing up blood; Coughing up blood or blood-stained mucus	R042;R049	R042;R049
HPO_ICD:561	HP:0002107	Pneumothorax	Collapsed lung	J939	J939
HPO_ICD:562	HP:0002108;HP:0004876	Spontaneous pneumothorax; Spontaneous neonatal pneumothorax	Neonatal pneumothorax; Spontaneous collapsed lung	J9383	J938
HPO_ICD:563	HP:0002110	Bronchiectasis	Permanent enlargement of the airways of the lungs	J479	J47
HPO_ICD:564	HP:0002113	Pulmonary infiltrates	Pulmonic infiltration; Lung infiltrates	R918	R91
HPO_ICD:565	HP:0002123;HP:0002121;HP:0011152;HP:0011147	Typical absence seizure; Generalized myoclonic seizures; Absence seizure; Early onset absence seizures	Brief seizures with staring spells; Early onset petit mal seizures; Myoclonus seizures; Myoclonic seizures; Petit mal seizures; Petit mal seizure; Typical absence seizures; Absence seizures; Myoclonic epilepsy, progressive	G40309	
HPO_ICD:566	HP:0002133	Status epilepticus	Repeated seizures without recovery between them	G40901	
HPO_ICD:567	HP:0002134	Abnormality of the basal ganglia	Basal ganglia disease; Anomaly of the basal ganglia	G9389	G938
HPO_ICD:568	HP:0002138	Subarachnoid hemorrhage	Subarachnoid haemorrhage	I6010;I6051;I604;I608;I6032;I6001;I6031;I6002;I6000;I6012;I6050;I6011;I606;I6030;I609;I6052;I607	I604;I608;I601;I600;I605;I603;I606;I609;I607
HPO_ICD:569	HP:0002139	Arrhinencephaly		Q041	Q041
HPO_ICD:570	HP:0002176;HP:0002196;HP:0002341;HP:0002143	Myelopathy; Spinal cord compression; Abnormality of the spinal cord; Cervical cord compression	Abnormality of the spinal cord; Spinal cord pathology; Cervical cord compression myelopathy; Pressure on spinal cord; Spinal cord disease	G9520;G959;G9529	G952;G959
HPO_ICD:571	HP:0030708;HP:0030725;HP:0002144	Neurenteric cyst; Myeloschisis; Tethered cord	Occult spinal dysraphism	Q068	Q068
HPO_ICD:572	HP:0002153;HP:0012364	Decreased urinary potassium; Hyperkalemia	Hypokaluria; Decreased urinary K; Low urine potassium levels; Elevated serum potassium levels	E875	E875
HPO_ICD:573	HP:0002168	Scanning speech	Explosive speech	R4789	R478
HPO_ICD:574	HP:0011449;HP:0002305;HP:0002169;HP:0011448	Ankle clonus; Clonus; Athetosis; Knee clonus	Involuntary writhing movements in fingers, hands, toes, and feet; Abnormal rhythmic movements of ankle; Involuntary writhing movements; Athetoid movements; Involuntary rhythmic muscular contractions and relaxations; Patellar clonus	R258	R258
HPO_ICD:575	HP:0002170	Intracranial hemorrhage	Bleeding within the skull	I629	I629
HPO_ICD:576	HP:0002181	Cerebral edema	Brain oedema; Brain swelling; Brain edema; Swelling of brain	G936	G936
HPO_ICD:577	HP:0002183	Phonophobia	Fear of loud sounds	F40298	
HPO_ICD:578	HP:0002186	Apraxia	Apraxias	R482	R482
HPO_ICD:579	HP:0002187	Intellectual disability, profound	IQ less than 20; Profound mental retardation; Mental retardation, profound	F73	
HPO_ICD:580	HP:0002312;HP:0002194	Delayed gross motor development; Clumsiness	Gross motor delay; Delayed gross motor skills; Clumsiness; Delayed motor skills; Developmental delay, gross motor; Limited gross motor development	F82	F82
HPO_ICD:581	HP:0002202	Pleural effusion	Fluid around lungs	J90;J918	J90;J91
HPO_ICD:582	HP:0006597;HP:0009113;HP:0002203	Diaphragmatic paralysis; Respiratory paralysis; Diaphragmatic weakness	Diaphragmatic paralysis; Paralyzed diaphragm; Diminished diaphragmatic motion; Diaphragmatic paraparesis; Weak diaphragm	J986	J986
HPO_ICD:583	HP:0002204;HP:0032008	Pulmonary embolism; Pulmonary fat embolism	Blood clot in artery of lung; Fat embolism	I2699	I269
HPO_ICD:584	HP:0550005;HP:0002206	Pulmonary fibrosis; Bilateral basilar pulmonary fibrosis	Scleroderma lung disease; Scleroderma of lung; Lung disease with systemic sclerosis	J8410	J841
HPO_ICD:585	HP:0002216;HP:0004771;HP:0002211;HP:0002290	Premature graying of hair; Poliosis; Premature graying of body hair; White forelock	Premature graying of hair; Early graying; Premature graying of the hair; Premature graying; White part of hair above forehead; Poliosis of forelock hair; White patch; Premature greying; Patch of white hair; Premature hair graying; Premature graying of body hair; Poliosis of anterior hair	L671	L671
HPO_ICD:586	HP:0002223;HP:0011457	Absent eyebrow; Loss of eyelashes	Ciliary Madarosis; Milphosis; Aplasia of eyebrows; Loss of eyelashes; Missing eyebrows; Eyelashes fell out; Agenesis of eyebrows; Absent eyebrows; Missing eyelashes; Loss of eyebrows; Absent eyebrow; Failure of development of eyebrows	H02729	
